StoreName,Age,Gender,CountryName,City,State,TimeZone,SignUpType,SubscriptionStatus,PlanName,Industry,AlreadySelling,Revenue,CreatedDate,subdomain,StoreUrl,dasboard link,F20,Is it connected to their website,Are they active,Notes,Household Income,Marital Status,Home Owner Status,Length of Residence,Education,Occupation,Health & Wellness,Travel,Auto Parts,Kids & Babies,Nutrition,Home & Garden,Garden & Patio,Garden Supplies,Home Decor,Home Improvement,Kitchen & Dining,Pets & Supplies,Gift Buyer,Toys,Sports & Outdoors,Beauty,Mens Clothing,Shoes,Womens Clothing,Jewelry,Electronics,Computers & Software,Home Buyer,Cord Cutter,Deal Seeker,Luxury Shopper,Big Spender,Online Buyer,PostalCode,entertainment sites,Communities,Groups,Influencers
Allegro,45-54,Female,United States of America,West Chicago,IL,(UTC-06:00) Central Time (US & Canada),New Signup,active,Starter,Fitness,"I'm already selling, just not online",50k-250k,22/3/2020 21:40,allegromoves,https://allegromoves.yondo.com,https://dashboard.yondo.com/manage?store=allegromoves,"Fitness - training workout thru dance routine.like ballet, jazz, hiphop and more.offered Tai Chi , Yoga and Pilates",Yes,Yes,3/24/2020 last video update .there are recent transactions,250k+,Married,Own,11-15 years,Completed High School,,,,,Bought,,,Bought,,Bought,,,,Bought,,,,,,,,,,,,Bought,,Bought,,,,,,
Webinar By Paresh P Chitnis,,,India,,,"(UTC+05:30) Chennai, Kolkata, Mumbai, New Delhi",Weebly,active,Webinar - Starter,,,,3/7/2016 5:04,CertifiedCoursesinGraphology,https://CertifiedCoursesinGraphology.yondo.com,https://dashboard.yondo.com/manage?store=CertifiedCoursesinGraphology,offers courses for..Gestalt Method of Handwriting Analysis.Trait Method of Handwriting Analysis.Signature Analysis.Graphology and Career Counseling.Graphology Employee Assessment.Graphology and Health Graphology and Marital Life.Graphology and Child upbringing.Graphology and Personal Development.Transformative Graphology..,No,No,webinar only plan..next billing date 02/10/2021..last recorded session was 02/14/2017.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PraiseMoves Wellington,,Female,New Zealand,,,"(UTC+12:00) Auckland, Wellington",New Signup,active,Professional,Fitness,"I'm already selling, just not online",0,04ene2020 10:07:31,PraiseMovesWellington,https://PraiseMovesWellington.yondo.com,https://dashboard.yondo.com/manage?store=PraiseMovesWellington,Providing workout sessions combine strengthening and stretching postures,Yes,Yes,they are using gentle movements and Bible scripture as alternative for Yoga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Capital Area Translators Association,,,United States of America,Washington,DC,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Other,I haven't yet started selling,0-5k,20ene2020 2:27:00,ncatawebinars,https://ncatawebinars.yondo.com,https://dashboard.yondo.com/manage?store=ncatawebinars,offers webinars discussing terminology extraction and management and how to make the most of your onlince presence,Yes,Yes,last purchase made on the account is at 04/24/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachel Coppola Yoga,,Female,United States of America,New York,NY,(UTC-06:00) Central Time (US & Canada),New Signup,active,Starter,Fitness,I am already selling online using a different system,0-5k,9/7/2017 20:28,rachelcoppolayoga,https://rachelcoppolayoga.yondo.com,https://dashboard.yondo.com/manage?store=rachelcoppolayoga,Fitness - Providing Yoga sessions,Yes,Yes,Last video update 02/07/2019.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revitalize Project,,Female,United States of America,Stuart,FL,(UTC-07:00) Mountain Time (US & Canada),New Signup,active,Starter,Other,"I'm already selling, just not online",50k-250k,27dic2018 21:00:52,RevitalizeProject,https://webinarsandcoaching.revitalizeproject.com,https://dashboard.yondo.com/manage?store=RevitalizeProject,life and career coach,Yes,Yes,offers 1-1 coacing sessions about mental health.financial issues.work life balance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34997-8019,,,,
rg1031,,Male,United States of America,Deep River,CT,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter Plus,Other,I haven't yet started selling,0,12ago2019 21:46:11,rawgreen,https://rawgreen.yondo.com,https://dashboard.yondo.com/manage?store=rawgreen,no other details found online,No,No,account is on lifetime plan..nothing is posted or updated on the account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr Richard Freeze,65+,Male,United States of America,Amarillo,TX,(UTC-06:00) Central Time (US & Canada),New Signup,active,Starter,Medical,I haven't yet started selling,250k-1m,26ene2018 21:15:28,rcfreeze,https://rcfreeze.yondo.com,https://dashboard.yondo.com/manage?store=rcfreeze,offers self healing videos,No,No,last update was made 01/27/2018,50k-75k,Married,Own,20+ years,Completed High School,Blue Collar Worker,TRUE,TRUE,,,,,,,,,,,Bought,,,,,,,,,,,,Bought,,Bought,,,,,,
Grant Write Now,,Female,United States of America,Providence,RI,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Consulting,I haven't yet started selling,5k-50k,28/3/2020 18:52,grantwritenow,https://grantwritenow.yondo.com,https://dashboard.yondo.com/manage?store=grantwritenow,Offers Grant Coaching to improve grant writing,No,No,"No Live.Apr 30, 2020 last Live 1-to-1 session.4/30/2020 for Video update",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Line Personal Training,,Female,United States of America,Smithville,OH,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Professional,Fitness,I haven't yet started selling,0,18/3/2020 17:57,redlinepersonaltraining,https://redlinepersonaltraining.yondo.com,https://dashboard.yondo.com/manage?store=redlinepersonaltraining,"Fitness training, providing live stream classes for fitness training",Yes,Yes,offers Equipment Needed and non equipemt needed workout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2cloudnine,,,Australia,,,"(UTC+10:00) Canberra, Melbourne, Sydney",New Signup,active,Starter,Consulting,I am already selling online using a different system,0,1/3/2017 21:39,rene,https://rene.yondo.com,https://dashboard.yondo.com/manage?store=rene,consultation and building Business,Yes,Yes, Unpublished store.Providing marketing and business plan.uses both video and live 1-to-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HealthierMinds.net,,Male,United States of America,Monterey,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter Plus,Medical,I haven't yet started selling,250k-1m,04ago2019 11:16:42,healthierminds,https://healthierminds.yondo.com,https://dashboard.yondo.com/manage?store=healthierminds,"Dr Romeo Mariano offers consultation for Comprehensive Integrative Psychiatry. Neuroscience, Neuroendocrinology, Psychoneuroimmunology, and Nutrition Science.",No,No,created a 1-1 listing but the instructions was to schedule the online session through his office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Class Boutique Fitness,,,United Kingdom,,,"(UTC) Dublin, Edinburgh, Lisbon, London",New Signup,active,Starter,Fitness,"I'm already selling, just not online",50k-250k,17/3/2020 10:16,ClassBoutiqueFitness,https://ClassBoutiqueFitness.yondo.com,https://dashboard.yondo.com/manage?store=ClassBoutiqueFitness,"fitness - online pre-recorded Yoga, Pilates and Body Burn classes.",No,No,Status - will cancel at period end.Video update and webinars 7/02/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contenders,,Male,United States of America,White Plains,NY,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Professional,Fitness,I haven't yet started selling,50k-250k,19/3/2020 17:21,Contendersny,https://video.contendersny.com,https://dashboard.yondo.com/manage?store=Contendersny,Fitness workout for boxing and cardio,Yes,Yes,uses different approach for fitness training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10603-3611,,,,
FAITH INTEGRATED TRAINING,,Female,United States of America,,,(UTC-06:00) Central Time (US & Canada),Weebly,active,Starter,,,,16/9/2016 17:43,8203FAITHINTEGRATEDTRAINING,https://8203FAITHINTEGRATEDTRAINING.yondo.com,https://dashboard.yondo.com/manage?store=8203FAITHINTEGRATEDTRAINING,offers videos of faith integrated trining classes,No,Yes,mainly uses the webinar function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.R. SHAKTI SOUL ARTIST,,,United States of America,Eagle,CO,(UTC-07:00) Mountain Time (US & Canada),Weebly,active,Webinar - Starter,,,,03dic2019 3:54:05,RRSHAKTISOULARTIST,https://RRSHAKTISOULARTIST.yondo.com,https://dashboard.yondo.com/manage?store=RRSHAKTISOULARTIST,"offers classes for mytical and practical rituals. and sessl story subscriptions about Yoga Mythology, Shadow Stories, Chakra Psychology, and inspiration from Goddess Archetypes",No,No,webinar only plan                             next billing date.01/07/2021..account is on active status but the last webinar facilitated was 01/21/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81631-5617,,,,
Trinity Studio,,Female,United States of America,Bloomfield,IN,(UTC-05:00) Indiana (East),New Signup,active,Starter,Fitness,"I'm already selling, just not online",0-5k,16ago2020 22:04:47,trinitystudiofit,https://trinitystudiofit.yondo.com,https://dashboard.yondo.com/manage?store=trinitystudiofit,fitness workout,Yes,Yes,"offers videos of cardio kickboxing, body sculpting and full body workouts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project FRESH,,Male,United States of America,Pocatello,ID,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Fitness,I am already selling online using a different system,5k-50k,15/3/2020 22:33,FRESH,https://FRESH.yondo.com,https://dashboard.yondo.com/manage?store=FRESH,Fitness: workout training for cardio and hybrid workout,No,Yes,with recent activities.Bookings via subscription.uses videos for training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paper Tole World,,Male,Australia,,,(UTC+10:00) Brisbane,New Signup,active,Starter,Arts & Crafts,I am already selling online using a different system,0,18/3/2018 23:26,papertoleworld,https://yondo.papertoleworld.com.au,https://dashboard.yondo.com/manage?store=papertoleworld,Art tutorial for Paper Tole,Yes,Yes,Unpublished Store.uses videos for tutorial.No live 1-to1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create Move Pilates,,Female,United States of America,Camp Meeker,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Fitness,I am already selling online using a different system,0-5k,5/9/2018 2:10,createmovepilates,https://createmovepilates.yondo.com,https://dashboard.yondo.com/manage?store=createmovepilates,Fitness - Pilates session,Yes,Yes,createmovepilates.com - cannot be reached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95419-0522,,,,
Aleksandar Kavgic,,,0,,,"(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague",New Signup,active,Starter Plus,Consulting,I haven't yet started selling,0,21ago2019 13:23:49,kavgeek,https://kavgeek.yondo.com,https://dashboard.yondo.com/manage?store=kavgeek,.offers practice classes for english grammar,No,No,Lifetime plan..zero activity on the account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCORE Physical Therapy,,Female,United States of America,Tucson,AZ,(UTC-07:00) Arizona,New Signup,active,Professional,Medical,"I'm already selling, just not online",50k-250k,16/3/2020 14:14,scorept50,https://scorept50.yondo.com,https://dashboard.yondo.com/manage?store=scorept50,Medical - Physical theraphy session,Yes,Yes,Unpublished store.uses live 1 to 1 and videos for sessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85750-1981,,,,
Lakin UBE Mini Review,55-64,Male,United States of America,Tarrytown,NY,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,"Tutoring (Languages, Math etc.)",I haven't yet started selling,0,9/11/2017 22:57,Lakin-Bar-Review,https://Lakin-Bar-Review.yondo.com,https://dashboard.yondo.com/manage?store=Lakin-Bar-Review,review and tutorial center for passing the Uniform Bar Examination,Yes,Yes,utilizes all the functions of the Yondo system,175k-200k,Single,Own,16-19 years,Completed College,Professional,TRUE,TRUE,,Bought,,,,,,,,,,,,,,,Bought,Bought,,,,,,,,,10591-1206,,,,
Soar Mind Body Fit,,Female,United States of America,Cortez,CO,(UTC-07:00) Mountain Time (US & Canada),New Signup,active,Starter,Fitness,I haven't yet started selling,5k-50k,19/3/2020 14:07,soarmindbodyfit,https://videos.soarmindbodyfit.com,https://dashboard.yondo.com/manage?store=soarmindbodyfit,"Fitness - workout for balance, strength, and wellness, dedicated to physical and emotional empowerment.with dance, yoga, strength training, functional movement, and behavior change coaching",Yes,Yes,Currently ongoing video upload.Using videos for sessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiBRARY,,,Malaysia,,,"(UTC+08:00) Kuala Lumpur, Singapore",New Signup,active,Professional,"Tutoring (Languages, Math etc.)",I haven't yet started selling,50k-250k,23abr2020 4:37:50,pintarcahaya,https://www.livelibrary2u.com,https://dashboard.yondo.com/manage?store=pintarcahaya,Tutorial - online language tutorial,Yes,Yes,"Unpublished store.Jul 2, 2020  last live 1-to-1.June 16, 2020 last video upload.uses videos for tutorial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SO Services,,Female,United States of America,Loyal,WI,(UTC-06:00) Central Time (US & Canada),New Signup,active,Starter Plus,Consulting,I haven't yet started selling,0,17ago2019 19:50:31,sos,https://sos.yondo.com,https://dashboard.yondo.com/manage?store=sos,.offers web design services,No,No,Lifetime plan..zero activity on the account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netkaba,,Male,Mexico,,,"(UTC-06:00) Guadalajara, Mexico City, Monterrey",New Signup,active,Starter Plus,Other,I haven't yet started selling,0,08ago2019 16:00:01,netkaba,https://netkaba.yondo.com,https://dashboard.yondo.com/manage?store=netkaba,"it is a radio station that offers podcast, livestream q&a for guests and music streaming",No,No,lifetime plan..nothing was posted on the account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accessing The Soul Ecstatic Inc.,,Female,United States of America,Commerce City,CO,(UTC-07:00) Mountain Time (US & Canada),New Signup,active,Professional,Other,I am already selling online using a different system,0-5k,29/2/2020 22:51,soulecstatic,https://soulecstatic.yondo.com,https://dashboard.yondo.com/manage?store=soulecstatic,providing ancient practices and techniques  for healing and clarity,Yes,Yes,Unpublished store.3/11/20 last video update.unpublished live 1-to-1 session,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80022-2305,,,,
US Housing Consultants,,Male,United States of America,Concord,NH,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Professional,Consulting,I am already selling online using a different system,1m+,11/7/2019 20:24,us-hc,https://us-hc.yondo.com,https://dashboard.yondo.com/manage?store=us-hc,Housing consultant.Providing checklist of the things you'll need to know when acquiring a House,Yes,Yes,No Live 1 on 1 session..There are heaps of videos/webinars that will cover the information needed from acquiring a house and on how to be a responsible owner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M Institute for the Arts,,Male,United States of America,Winchester,VA,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Professional,"Tutoring (Languages, Math etc.)",I am already selling online using a different system,50k-250k,15/7/2020 12:56,M4arts,https://online.m4arts.org,https://dashboard.yondo.com/manage?store=M4arts,"Providing music education, lessons and education",Yes,Yes,Unpublished store.Unpublished live 1-to-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dukhor,,,Italy,,,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",New Signup,active,Starter Plus,"Tutoring (Languages, Math etc.)",I haven't yet started selling,0,13ago2019 16:43:24,dukhor,https://dukhor.yondo.com,https://dashboard.yondo.com/manage?store=dukhor,no other details found online,No,No,account is under the lifetime plan..nothing is posted on the account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PraiseMoves Warriors,,Female,United States of America,Tahlequah,OK,(UTC-06:00) Central Time (US & Canada),New Signup,active,Starter,Fitness,I haven't yet started selling,0,16/3/2020 14:20,stephbigby,https://stephbigby.yondo.com,https://dashboard.yondo.com/manage?store=stephbigby,Fitness: alternative for Yoga .Christian PraiseMoves class,Yes,Yes,Only webinars 5/29/2020.unpublished live 1-to-1.facebook plaform for marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Training Gumbo,,Male,United States of America,Baton Rouge,LA,(UTC-06:00) Central Time (US & Canada),New Signup,active,Starter Plus,Consulting,I haven't yet started selling,0,11ago2019 17:41:02,traininggumbo,https://traininggumbo.yondo.com,https://dashboard.yondo.com/manage?store=traininggumbo,no other details found online,No,No,Lifetime plan..zero activity on the account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solverie,,Male,United States of America,Bellevue,WA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Trial,Consulting,I haven't yet started selling,0,19/9/2020 19:48,solverie,https://solverie.yondo.com,https://dashboard.yondo.com/manage?store=solverie,business consultants with specializations .Consulting.Strategy.Management Consulting.Project Management.Program Management.Experience Design.Business Planning.Workshop Design and Facilitation.Transformation.Change Management.Human-centered Design,Yes,No,"Platform PLan..trial until Nov 10, 2020..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contractzone Online Consulting,,,South Africa,,,"(UTC+02:00) Harare, Pretoria",New Signup,active,Professional,Other,I haven't yet started selling,50k-250k,05abr2020 8:14:35,stuart,https://stuart.yondo.com,https://dashboard.yondo.com/manage?store=stuart,Consultation - providing legal and consultation,Yes,Yes,"Unpublished store.Apr 20, 2020 last live 1-to-1.unpublished live 1-to-1 session",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Susan Green,,Female,Australia,,,"(UTC+10:00) Canberra, Melbourne, Sydney",New Signup,active,Starter Plus,Consulting,I haven't yet started selling,0,23ago2019 0:30:34,susan_c_green,https://susan_c_green.yondo.com,https://dashboard.yondo.com/manage?store=susan_c_green,no other details found online,No,No,Lifetime plan..zero activity on the account,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cycle Spot,35-44,Female,United States of America,San Diego,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Fitness,"I'm already selling, just not online",5k-50k,16/3/2020 16:59,cyclespot,https://cyclespot.yondo.com,https://dashboard.yondo.com/manage?store=cyclespot,Fitness: training and workout online session,No,No,www.thecyclespot.com - expired website.Video update and webinars 6/01/2020,250k+,Married,Own,8 Years,Completed High School,Business Owner,TRUE,TRUE,,,,,,,,,,,Bought,,,,,,,Bought,,,,Active,Bought,,,Active,,,,,
Teach You to Trade,,Male,United States of America,Sunnyvale,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Professional,Other,I haven't yet started selling,0,05dic2017 4:54:33,teachyoutotrade,https://teachyoutotrade.yondo.com,https://dashboard.yondo.com/manage?store=teachyoutotrade,Providivng session and coaching for trade,No,Yes,"tu2t.com - no longer accessible.Unpublished store.May 22, 2020 last live 1-to-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94087-1608,,,,
"Tebbutt Treatments, Pilates & Nutrition",,Female,United Kingdom,,,"(UTC) Dublin, Edinburgh, Lisbon, London",New Signup,active,Professional,Fitness,I haven't yet started selling,0-5k,23/3/2020 10:24,tebbutttreatments,https://tebbutttreatments.yondo.com,https://dashboard.yondo.com/manage?store=tebbutttreatments,Fitness  offers pilates classes and nutritional therapy,Yes,Yes,provided Online Videos and Classes!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phenixxmarketing,,Female,United States of America,Dallas,TX,(UTC-06:00) Central Time (US & Canada),New Signup,active,Starter,Consulting,I haven't yet started selling,0,16abr2020 0:00:32,PhenixxMarketing,https://PhenixxMarketing.yondo.com,https://dashboard.yondo.com/manage?store=PhenixxMarketing,"Marketing consultation, providing lessons and techniques for business",No,Yes,Recent activities via Live 1-to-1 sessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75234-6211,,,,
I.T.A. MOVEMENT,,Male,United States of America,New York,NY,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,I'm just playing around,0-5k,2/11/2019 19:18,TheMovement,https://TheMovement.yondo.com,https://dashboard.yondo.com/manage?store=TheMovement,Fitness - workout training and lesson both non equipment and equipment needed,Yes,Yes,there are recent activities,,,,,,,,,,,,,inMarket,,,,,,,,,,,,,,inMarket,,Active,,inMarket,,,Interested,,,,,
Kim White Yoga,,,Thailand,,,"(UTC+07:00) Bangkok, Hanoi, Jakarta",New Signup,active,Starter,Fitness,I haven't yet started selling,0,12/3/2019 6:33,thekimbha,https://thekimbha.yondo.com,https://dashboard.yondo.com/manage?store=thekimbha, Fitness - provided classes for flexibility thru Yoga,Yes,Yes,with recent activities using video and webinars and Live 1-to-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earth Centered Medicine and Movement,,Female,United States of America,Butte City,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Other,I haven't yet started selling,5k-50k,18/3/2020 1:30,thestudiolaketahoe,https://thestudiolaketahoe.yondo.com,https://dashboard.yondo.com/manage?store=thestudiolaketahoe,holistic health coach,Yes,Yes,"offers 1-1 consultation, vod and courses focusing on Yoga, core strength exercises, Mantra and relaxation exercise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAN! Research, Education & Consulting",,Male,United States of America,Corvallis,OR,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Consulting,I am already selling online using a different system,50k-250k,15ene2018 20:59:22,can,https://video.canresearch.net,https://dashboard.yondo.com/manage?store=can,"Providing Research, Education & Consulting teaches & advises businesses & individuals on Cannabis.horticultural production, research, and industry leadership",Yes,Yes, Unpublished store.Video information about cannabis and and cultivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Pilates Room & Wellness Center,,Female,United States of America,Horseheads,NY,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,I am already selling online using a different system,50k-250k,10ene2019 0:55:28,pilatesroom,https://video.nypilates.info,https://dashboard.yondo.com/manage?store=pilatesroom,Fitness - Pilates workout and training,No,Yes,5/19/2020 last video update.4/09/2020 last webinar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14845-1719,,,,
Truly Barre Fitness,,Female,United States of America,Banning,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Fitness,"I'm already selling, just not online",0-5k,21/3/2020 20:16,trulybarrefitness,https://store.trulybarre.com,https://dashboard.yondo.com/manage?store=trulybarrefitness,Fitness - Ballet Inspired workout and training,Yes,Yes,12/21/2020 Next billing date.4/22/2020 last video update .with published collections.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92220-5114,,,,
"Health Fairs Plus, LLC",,Male,United States of America,Leesburg,VA,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Professional,Other,I'm just playing around,250k-1m,27/5/2020 1:12,healthfairsplus,https://healthfairsplus.yondo.com,https://dashboard.yondo.com/manage?store=healthfairsplus,"health consultation - from physical, mental and nutritional care",Yes,Yes,"Unpublished store.Aug 26, 2020  last live 1-to-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20176-6496,,,,
veryTerri beauty,,Female,United States of America,Van Nuys,CA,(UTC-08:00) Pacific Time (US & Canada),New Signup,active,Starter,Other,I haven't yet started selling,0,14/10/2019 23:42,veryterribeauty,https://videos.veryterribeauty.com,https://dashboard.yondo.com/manage?store=veryterribeauty,offers video playlist of make up tutorial,Yes,Yes,no other videos added to the account since 04/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91405-4531,,,,
Voltera Medical,,Female,Romania,,,"(UTC+02:00) Athens, Bucharest",New Signup,active,Professional,Medical,"I'm already selling, just not online",5k-50k,13/3/2020 19:51,voltera-medical,https://consultonline.ro,https://dashboard.yondo.com/manage?store=voltera-medical,"Medical - online consultation for children, pedia",Yes,Yes,Unpublished store.live 1 -to - 1 session.Unpublished Videos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.A.B catch a body Fitnes,55-64,Male,United States of America,Atlanta,GA,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,I am already selling online using a different system,5k-50k,11/5/2020 12:36,vmurray718,https://Workout.catchabodyfitness.com,https://dashboard.yondo.com/manage?store=vmurray718,Fitness - workout traning and sessions,Yes,Yes,5/12/2020  last video update.no live 1-to-1 sessions.active session via subscription,50k-75k,Married,Own,10 Years,Completed High School,White Collar Worker,,TRUE,,Bought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRWRK,,Male,Netherlands,,,"(UTC+01:00) Brussels, Copenhagen, Madrid, Paris",New Signup,active,Starter,Arts & Crafts,I haven't yet started selling,0,27/11/2019 11:59,maartenvorwerk,https://maartenvorwerk.yondo.com,https://dashboard.yondo.com/manage?store=maartenvorwerk,Music and prodcution tutorial via 1 on 1 session and videos,Yes,Yes,Unpublished Store.Different instrument tutorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W. Total Fitness,,Female,United States of America,Southington,CT,(UTC-05:00) Eastern Time (US & Canada),New Signup,active,Starter,Fitness,I am already selling online using a different system,50k-250k,01abr2020 20:51:31,wrhythmfitness,https://wrhythmfitness.yondo.com,https://dashboard.yondo.com/manage?store=wrhythmfitness,Fitness - providing workout thru Dance and music with classical ballet,Yes,Yes, with activities via subscription.uses videos for workout sessions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06489-1873,,,,
Sex and the Spine,,,United Kingdom,,,"(UTC) Dublin, Edinburgh, Lisbon, London",New Signup,active,Professional,Medical,I am already selling online using a different system,0,15/5/2020 15:59,sexandthespine,https://platform.sexandthespine.com,https://dashboard.yondo.com/manage?store=sexandthespine,Medical - Providing consultation for Sexual Aids and intimacy,Yes,Yes,Unpublished store.uses live 1-to-1.videos for other variety of sevice such massage and spinal cord injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
icono Academy Berlin,,,Germany,,,"(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna",New Signup,active,Professional,"Tutoring (Languages, Math etc.)","I'm already selling, just not online",0-5k,13/9/2017 15:00,icono_Academy_Berlin,https://icono_Academy_Berlin.yondo.com,https://dashboard.yondo.com/manage?store=icono_Academy_Berlin,training and education for hair styling and hair dressing,Yes,Yes,"Unpublished store.Jul 1, 2020  last live 1-to-1.Jul 25, 2020 last video upload",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weiler Academy,,Female,United States of America,West Bend,WI,(UTC-06:00) Central Time (US & Canada),New Signup,active,Professional,Fitness,I haven't yet started selling,0,24/3/2020 13:53,weileracademy,https://online.weileracademy.com,https://dashboard.yondo.com/manage?store=weileracademy,Fitness training workout,Yes,Yes,offers video tutorial via montly subscription.Unpublished Store.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53090-8229,,,,
Radio Byron,,Male,Australia,,,(UTC+09:30) Darwin,New Signup,active,Starter Plus,Other,"I'm already selling, just not online",5k-50k,09ago2019 23:42:08,Podcast,https://Podcast.yondo.com,https://dashboard.yondo.com/manage?store=Podcast,offers podcast for microphone technique.editing.,No,No,account is on the lifetime plan..offers pay-per-view live experience prayers in the form of singing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzales Law Office,,Female,United States of America,San Antonio,TX,(UTC-06:00) Central Time (US & Canada),New Signup,active,Professional,Other,I haven't yet started selling,0,20/3/2020 16:16,gonzaleslaw,https://gonzaleslaw.yondo.com,https://dashboard.yondo.com/manage?store=gonzaleslaw,Consultation - providing legal advises and consultation,No,Yes,using live 1-to-1 for legal consultation.Unpublished store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
